,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Category,Age_Category
716,461326,0,0,40,1,Artist,0.0,Low,1.0,Cat_6,31-40
717,461335,1,1,53,0,Executive,8.0,High,2.0,Cat_6,51-60
718,461340,1,1,36,1,Artist,4.0,Average,2.0,Cat_7,31-40
719,461346,1,1,50,1,Artist,8.0,Low,2.0,Cat_6,41-50
720,461348,1,1,42,1,Healthcare,1.0,Low,1.0,Cat_6,41-50
721,461350,1,0,30,0,Healthcare,0.0,Low,4.0,Cat_2,18-30
722,461352,1,0,29,0,Healthcare,2.0,Low,5.0,Cat_2,18-30
723,461356,1,0,28,1,Entertainment,1.0,Low,2.0,Cat_6,18-30
724,461357,1,0,27,1,Healthcare,1.0,Low,4.0,Cat_6,18-30
725,461363,1,0,49,1,Artist,0.0,Low,1.0,Cat_6,41-50
726,461366,1,0,32,1,Healthcare,1.0,Low,1.0,Cat_6,31-40
727,461370,1,0,25,1,Doctor,1.0,Low,3.0,Cat_6,18-30
728,461377,0,1,63,1,Artist,1.0,Low,1.0,Cat_6,61-70
729,461378,0,0,42,1,Artist,8.0,Low,1.0,Cat_6,41-50
730,461379,1,0,31,1,Healthcare,1.0,Low,2.0,Cat_5,31-40
731,461383,1,1,71,1,Artist,0.0,High,2.0,Cat_6,71-80
732,461388,1,0,20,0,Healthcare,1.0,Low,5.0,Cat_2,18-30
733,461397,1,0,22,0,Healthcare,1.0,Low,4.0,Cat_6,18-30
734,461402,0,0,29,1,Entertainment,1.0,Low,5.0,Cat_6,18-30
735,461408,1,1,47,1,Marketing,0.0,Low,3.0,Cat_6,41-50
736,461421,1,1,43,1,Artist,1.0,Average,3.0,Cat_6,41-50
737,461423,1,0,32,1,Artist,1.0,Low,3.0,Cat_4,31-40
738,461426,1,1,47,1,Artist,7.0,Average,2.0,Cat_6,41-50
739,461428,1,0,46,1,Artist,0.0,Low,1.0,Cat_6,41-50
740,461432,0,1,41,1,Artist,1.0,Average,2.0,Cat_6,41-50
741,461437,1,1,37,1,Entertainment,0.0,Average,2.0,Cat_6,31-40
742,461439,1,1,40,1,Artist,0.0,Average,2.0,Cat_6,31-40
743,461441,1,1,60,1,Artist,0.0,Average,4.0,Cat_6,51-60
744,461442,1,1,46,1,Artist,0.0,Average,6.0,Cat_2,41-50
745,461454,0,1,36,1,Artist,6.0,High,4.0,Cat_7,31-40
746,461456,0,0,38,0,Marketing,0.0,Low,1.0,Cat_6,31-40
747,461457,0,1,32,0,Doctor,0.0,Low,5.0,Cat_6,31-40
748,461458,0,0,41,1,Artist,5.0,Low,1.0,Cat_6,41-50
749,461462,1,1,56,1,Marketing,0.0,Low,3.0,Cat_6,51-60
750,461465,1,1,31,1,Artist,8.0,Average,2.0,Cat_6,31-40
751,461466,1,1,45,0,Artist,0.0,Low,2.0,Cat_7,41-50
752,461468,1,1,69,1,Entertainment,1.0,Average,3.0,Cat_6,61-70
753,461469,1,1,37,1,Artist,0.0,Low,2.0,Cat_6,31-40
754,461476,1,1,47,1,Artist,1.0,Average,4.0,Cat_2,41-50
755,461479,0,1,52,1,Artist,1.0,Average,3.0,Cat_6,51-60
756,461480,0,1,57,1,Artist,1.0,High,3.0,Cat_6,51-60
757,461482,0,0,50,1,Artist,9.0,Low,1.0,Cat_6,41-50
758,461494,1,1,27,0,Engineer,0.0,Average,2.0,Cat_6,18-30
759,461501,0,1,45,1,Engineer,1.0,High,3.0,Cat_6,41-50
760,461503,0,0,30,1,Artist,8.0,Low,2.0,Cat_6,18-30
761,461510,1,1,45,1,Artist,0.0,Low,2.0,Cat_6,41-50
762,461514,1,0,30,0,Healthcare,1.0,Low,4.0,Cat_6,18-30
763,461516,1,1,31,1,Entertainment,1.0,Average,3.0,Cat_6,31-40
764,461518,0,1,45,1,Artist,1.0,Average,4.0,Cat_3,41-50
765,461521,1,1,67,1,Artist,0.0,High,2.0,Cat_6,61-70
766,461522,1,1,76,0,Executive,1.0,High,2.0,Cat_6,71-80
767,461525,1,1,69,1,Entertainment,0.0,Low,2.0,Cat_6,61-70
768,461526,1,1,83,0,Entertainment,0.0,Low,2.0,Cat_6,81-90
769,461530,1,1,38,1,Engineer,0.0,Low,2.0,Cat_6,31-40
770,461534,1,1,36,1,Artist,0.0,Low,1.0,Cat_6,31-40
771,461540,1,0,41,1,Other,2.0,Low,2.0,Cat_2,41-50
772,461546,0,1,69,0,Lawyer,0.0,Low,3.0,Cat_6,61-70
773,461548,0,0,33,1,Engineer,0.0,Low,3.0,Cat_6,31-40
774,461553,1,0,38,1,Artist,1.0,Low,3.0,Cat_7,31-40
775,461556,0,1,48,1,Engineer,1.0,Average,2.0,Cat_6,41-50
776,461558,1,1,51,1,Engineer,2.0,Average,2.0,Cat_6,51-60
777,461564,1,1,56,1,Executive,1.0,High,2.0,Cat_6,51-60
778,461570,1,1,57,1,Artist,0.0,Average,3.0,Cat_6,51-60
779,461574,0,1,49,1,Artist,1.0,Average,3.0,Cat_6,41-50
780,461587,1,0,30,1,Healthcare,0.0,Low,3.0,Cat_6,18-30
781,461593,0,1,40,1,Doctor,8.0,Average,2.0,Cat_6,31-40
782,461602,0,0,30,1,Artist,0.0,Low,2.0,Cat_6,18-30
783,461604,1,1,38,0,Entertainment,0.0,Average,2.0,Cat_6,31-40
784,461612,0,0,31,1,Healthcare,8.0,Low,5.0,Cat_6,31-40
785,461615,1,0,33,1,Doctor,0.0,Low,2.0,Cat_6,31-40
786,461617,1,0,50,1,Artist,0.0,Low,2.0,Cat_6,41-50
787,461619,1,1,52,1,Executive,1.0,High,3.0,Cat_6,51-60
788,461624,0,1,39,1,Artist,0.0,Average,2.0,Cat_2,31-40
789,461626,1,1,73,1,Executive,0.0,High,2.0,Cat_6,71-80
790,461630,1,1,46,1,Artist,0.0,Average,3.0,Cat_6,41-50
791,461637,1,1,50,1,Artist,0.0,Low,2.0,Cat_7,41-50
792,461644,1,0,30,0,Healthcare,0.0,Low,6.0,Cat_6,18-30
793,461653,0,1,60,1,Doctor,0.0,Average,2.0,Cat_6,51-60
794,461655,0,1,39,1,Homemaker,9.0,Average,2.0,Cat_6,31-40
795,461658,0,1,59,1,Artist,1.0,Average,2.0,Cat_5,51-60
796,461659,0,1,51,1,Artist,0.0,Average,2.0,Cat_6,51-60
797,461661,0,1,40,1,Artist,5.0,Average,2.0,Cat_2,31-40
798,461663,1,0,23,0,Healthcare,1.0,Low,3.0,Cat_6,18-30
799,461668,1,1,53,1,Artist,4.0,Average,4.0,Cat_2,51-60
800,461671,1,0,32,0,Healthcare,7.0,Low,5.0,Cat_6,31-40
801,461674,1,1,52,1,Executive,0.0,High,4.0,Cat_6,51-60
802,461676,0,0,31,1,Engineer,0.0,Low,1.0,Cat_6,31-40
803,461679,1,0,30,1,Healthcare,3.0,Low,4.0,Cat_6,18-30
804,461681,1,0,25,1,Healthcare,8.0,Low,3.0,Cat_7,18-30
805,461683,1,1,40,1,Executive,1.0,High,4.0,Cat_6,31-40
806,461685,0,0,27,1,Healthcare,4.0,Low,4.0,Cat_6,18-30
807,461686,1,1,61,1,Artist,0.0,Low,2.0,Cat_6,61-70
808,461690,0,0,33,1,Engineer,1.0,Low,1.0,Cat_4,31-40
809,461694,1,0,28,1,Doctor,1.0,Low,4.0,Cat_4,18-30
810,461695,0,1,48,1,Artist,2.0,Average,2.0,Cat_6,41-50
811,461698,0,1,73,1,Artist,0.0,High,2.0,Cat_6,71-80
812,461701,1,1,36,0,Artist,0.0,Average,2.0,Cat_5,31-40
813,461705,0,0,32,0,Healthcare,0.0,Low,4.0,Cat_6,31-40
814,461708,1,1,82,0,Lawyer,0.0,High,2.0,Cat_6,81-90
815,461709,1,0,28,1,Artist,1.0,Low,3.0,Cat_4,18-30
816,461711,0,0,42,1,Artist,8.0,Low,3.0,Cat_2,41-50
817,461716,0,1,60,1,Lawyer,6.0,High,9.0,Cat_6,51-60
818,461720,0,0,46,1,Artist,1.0,Low,1.0,Cat_4,41-50
819,461722,1,0,31,0,Doctor,0.0,Low,3.0,Cat_6,31-40
820,461724,0,1,50,1,Artist,1.0,Low,1.0,Cat_7,41-50
821,461725,0,0,30,1,Engineer,3.0,Low,1.0,Cat_4,18-30
822,461727,0,0,49,1,Artist,1.0,Low,3.0,Cat_6,41-50
823,461737,0,1,51,1,Doctor,0.0,Average,6.0,Cat_4,51-60
824,461738,0,1,46,1,Other,1.0,Average,3.0,Cat_6,41-50
825,461744,1,1,53,1,Artist,0.0,Average,4.0,Cat_6,51-60
826,461747,1,1,65,1,Artist,0.0,High,2.0,Cat_6,61-70
827,461749,0,0,22,0,Healthcare,0.0,Low,5.0,Cat_6,18-30
828,461752,1,1,65,1,Doctor,1.0,Average,3.0,Cat_6,61-70
829,461756,0,1,39,1,Engineer,0.0,Average,2.0,Cat_4,31-40
830,461760,1,1,84,1,Artist,0.0,High,2.0,Cat_6,81-90
831,461769,1,0,37,1,Artist,0.0,Low,1.0,Cat_6,31-40
832,461771,1,1,28,1,Doctor,8.0,Average,2.0,Cat_6,18-30
833,461775,0,1,82,0,Lawyer,0.0,High,2.0,Cat_6,81-90
834,461778,0,1,87,1,Lawyer,0.0,High,2.0,Cat_6,81-90
835,461780,0,0,69,1,Lawyer,1.0,Low,5.0,Cat_6,61-70
836,461782,0,1,51,1,Artist,1.0,High,5.0,Cat_6,51-60
837,461784,0,1,74,1,Lawyer,1.0,Low,1.0,Cat_6,71-80
838,461788,0,1,79,1,Lawyer,1.0,High,2.0,Cat_6,71-80
839,461791,0,0,21,0,Lawyer,9.0,Low,1.0,Cat_6,18-30
840,461792,0,0,20,0,Healthcare,5.0,Low,5.0,Cat_2,18-30
841,461800,0,0,43,1,Doctor,3.0,Low,1.0,Cat_2,41-50
842,461801,0,0,25,0,Healthcare,1.0,Low,3.0,Cat_6,18-30
843,461802,1,0,43,1,Artist,0.0,Low,4.0,Cat_6,41-50
844,461804,0,0,42,1,Artist,1.0,Low,1.0,Cat_6,41-50
845,461807,1,0,25,1,Doctor,10.0,Low,4.0,Cat_6,18-30
846,461815,1,1,59,1,Artist,0.0,Low,1.0,Cat_3,51-60
847,461816,0,0,49,1,Marketing,0.0,Low,5.0,Cat_6,41-50
848,461821,0,0,32,0,Doctor,1.0,Low,4.0,Cat_6,31-40
849,461822,1,1,36,1,Artist,8.0,High,2.0,Cat_6,31-40
850,461824,1,1,45,1,Marketing,9.0,Low,3.0,Cat_6,41-50
851,461832,1,0,29,1,Healthcare,1.0,Low,3.0,Cat_6,18-30
852,461837,1,1,37,1,Artist,0.0,Low,2.0,Cat_6,31-40
853,461845,0,1,48,1,Doctor,1.0,Average,4.0,Cat_6,41-50
854,461846,0,0,65,1,Artist,0.0,Low,2.0,Cat_2,61-70
855,461848,1,0,39,0,Marketing,1.0,Low,2.0,Cat_6,31-40
856,461858,1,0,25,0,Entertainment,1.0,Low,7.0,Cat_4,18-30
857,461859,0,1,49,0,Artist,5.0,Low,5.0,Cat_6,41-50
858,461860,0,1,77,1,Lawyer,1.0,High,2.0,Cat_6,71-80
859,461862,0,0,38,1,Artist,9.0,Low,1.0,Cat_6,31-40
860,461864,1,0,19,1,Marketing,0.0,Low,6.0,Cat_4,18-30
861,461872,0,1,76,1,Lawyer,1.0,High,2.0,Cat_6,71-80
862,461873,1,0,28,1,Doctor,0.0,Low,4.0,Cat_6,18-30
863,461874,1,1,51,1,Doctor,1.0,Average,3.0,Cat_3,51-60
864,461882,0,0,28,1,Doctor,0.0,Low,5.0,Cat_7,18-30
865,461892,0,0,42,1,Healthcare,0.0,Low,1.0,Cat_2,41-50
866,461896,1,1,45,1,Artist,1.0,Low,1.0,Cat_6,41-50
867,461898,1,1,63,1,Executive,6.0,High,3.0,Cat_6,61-70
868,461899,0,0,18,0,Doctor,0.0,Low,6.0,Cat_6,18-30
869,461901,1,0,26,1,Artist,7.0,Low,4.0,Cat_6,18-30
870,461910,1,1,31,1,Artist,1.0,Average,2.0,Cat_2,31-40
871,461913,1,0,43,1,Entertainment,5.0,Low,4.0,Cat_2,41-50
872,461914,0,1,60,1,Artist,7.0,Low,2.0,Cat_6,51-60
873,461921,0,0,36,1,Artist,0.0,Low,1.0,Cat_6,31-40
874,461927,1,0,32,0,Healthcare,1.0,Low,4.0,Cat_2,31-40
875,461928,1,1,68,1,Lawyer,1.0,Low,1.0,Un_cat,61-70
876,461929,1,1,60,1,Entertainment,1.0,Low,1.0,Cat_6,51-60
877,461930,0,0,42,1,Artist,0.0,Low,1.0,Cat_4,41-50
878,461931,0,0,18,0,Healthcare,2.0,Low,5.0,Un_cat,18-30
879,461936,1,1,69,0,Lawyer,0.0,High,2.0,Cat_6,61-70
880,461937,0,0,42,1,Doctor,0.0,Low,2.0,Cat_6,41-50
881,461941,0,1,70,1,Artist,1.0,Low,1.0,Cat_6,61-70
882,461943,1,0,25,1,Healthcare,1.0,Low,3.0,Cat_6,18-30
883,461962,1,1,56,1,Entertainment,1.0,Average,3.0,Cat_6,51-60
884,461963,0,0,40,1,Artist,9.0,Low,1.0,Cat_6,31-40
885,461965,1,0,23,0,Healthcare,1.0,Low,6.0,Cat_6,18-30
886,461967,0,0,20,0,Marketing,3.0,Low,4.0,Cat_7,18-30
887,461968,0,0,39,1,Entertainment,2.0,Low,1.0,Cat_6,31-40
888,461978,0,0,19,0,Healthcare,0.0,Low,4.0,Cat_6,18-30
889,461985,1,0,28,1,Entertainment,1.0,Low,2.0,Cat_5,18-30
890,461988,1,1,40,0,Engineer,1.0,Average,2.0,Cat_6,31-40
891,461989,0,1,60,1,Engineer,1.0,Average,4.0,Cat_2,51-60
892,461993,1,0,33,0,Healthcare,3.0,Low,4.0,Cat_6,31-40
893,461994,1,1,20,0,Doctor,14.0,Low,2.0,Cat_6,18-30
894,461996,0,0,35,0,Artist,7.0,Low,4.0,Cat_6,31-40
895,461999,1,0,27,1,Doctor,0.0,Low,5.0,Cat_6,18-30
896,462007,0,1,42,1,Artist,1.0,Average,2.0,Cat_6,41-50
897,462011,1,1,30,0,Marketing,0.0,Low,4.0,Cat_4,18-30
898,462013,0,1,56,1,Executive,0.0,Average,2.0,Cat_6,51-60
899,462015,1,1,28,1,Entertainment,0.0,Average,2.0,Cat_6,18-30
900,462016,0,1,38,1,Artist,6.0,Average,2.0,Cat_6,31-40
901,462017,1,0,26,1,Entertainment,9.0,Low,1.0,Cat_2,18-30
902,462027,1,0,36,0,Engineer,0.0,Low,1.0,Cat_6,31-40
903,462029,1,0,56,0,Entertainment,0.0,Low,1.0,Cat_6,51-60
904,462033,1,0,26,1,Entertainment,0.0,Low,1.0,Cat_6,18-30
905,462038,1,0,28,1,Artist,4.0,Low,4.0,Cat_6,18-30
906,462043,1,0,32,0,Healthcare,0.0,Low,5.0,Cat_6,31-40
907,462044,0,0,52,1,Artist,4.0,Low,1.0,Cat_6,51-60
908,462048,0,0,23,0,Healthcare,0.0,Low,4.0,Cat_6,18-30
909,462051,1,0,23,0,Healthcare,1.0,Low,5.0,Cat_4,18-30
910,462052,1,1,50,1,Artist,0.0,Low,2.0,Cat_6,41-50
911,462053,1,1,26,1,Artist,1.0,Low,2.0,Cat_6,18-30
912,462058,1,1,40,1,Entertainment,8.0,Low,2.0,Cat_6,31-40
913,462060,0,1,53,1,Artist,1.0,Average,2.0,Cat_6,51-60
914,462064,1,1,63,1,Artist,0.0,Average,3.0,Cat_7,61-70
915,462068,1,1,62,1,Executive,0.0,High,3.0,Cat_6,61-70
916,462075,0,0,38,1,Artist,1.0,Low,1.0,Cat_6,31-40
917,462078,0,1,57,0,Artist,1.0,Average,2.0,Cat_2,51-60
918,462080,0,0,43,1,Artist,9.0,Low,1.0,Cat_6,41-50
919,462081,1,0,21,0,Marketing,1.0,Low,3.0,Cat_4,18-30
920,462083,1,0,22,0,Healthcare,0.0,Low,5.0,Cat_6,18-30
921,462084,1,1,68,1,Artist,1.0,Low,1.0,Cat_6,61-70
922,462085,0,0,28,1,Healthcare,0.0,Low,1.0,Cat_6,18-30
923,462088,1,1,33,1,Artist,0.0,Average,2.0,Cat_6,31-40
924,462090,0,0,38,1,Artist,8.0,Low,1.0,Cat_6,31-40
925,462091,1,0,23,0,Healthcare,0.0,Low,5.0,Cat_4,18-30
926,462094,0,0,41,1,Healthcare,1.0,Low,1.0,Cat_6,41-50
927,462096,0,0,41,1,Homemaker,1.0,Low,1.0,Cat_4,41-50
928,462102,0,0,39,1,Doctor,4.0,Low,1.0,Cat_6,31-40
929,462103,0,1,49,0,Entertainment,9.0,High,2.0,Cat_6,41-50
930,462108,0,1,33,1,Homemaker,1.0,Average,2.0,Cat_6,31-40
931,462109,1,1,79,0,Lawyer,0.0,Low,1.0,Cat_6,71-80
932,462111,1,1,38,1,Artist,6.0,Average,4.0,Cat_6,31-40
933,462114,1,0,21,0,Healthcare,1.0,Low,4.0,Cat_6,18-30
934,462116,0,1,68,1,Doctor,0.0,Average,2.0,Cat_6,61-70
935,462118,1,0,31,1,Artist,0.0,Low,3.0,Cat_6,31-40
936,462120,1,1,46,0,Artist,1.0,Low,3.0,Cat_3,41-50
937,462128,1,1,35,1,Artist,9.0,Average,2.0,Cat_6,31-40
938,462131,0,0,42,1,Artist,8.0,Low,3.0,Cat_2,41-50
939,462134,1,1,87,0,Lawyer,0.0,Low,1.0,Un_cat,81-90
940,462141,0,0,38,1,Artist,8.0,Low,1.0,Cat_6,31-40
941,462149,0,1,88,0,Lawyer,2.0,High,1.0,Cat_6,81-90
942,462151,0,0,42,1,Artist,9.0,Low,1.0,Cat_6,41-50
943,462163,0,1,26,1,Artist,4.0,Average,2.0,Cat_3,18-30
944,462168,1,1,35,1,Executive,0.0,High,3.0,Cat_6,31-40
945,462171,0,1,41,0,Engineer,3.0,High,2.0,Cat_6,41-50
946,462172,1,1,37,1,Doctor,1.0,Average,2.0,Cat_1,31-40
947,462174,0,1,41,1,Engineer,8.0,Average,4.0,Cat_4,41-50
948,462177,1,0,35,1,Artist,6.0,Low,5.0,Cat_2,31-40
949,462179,0,0,33,1,Marketing,0.0,Low,9.0,Cat_7,31-40
950,462180,0,1,61,1,Engineer,2.0,Average,4.0,Cat_2,61-70
951,462186,0,0,19,0,Doctor,1.0,Low,3.0,Cat_1,18-30
952,462187,0,0,50,1,Artist,4.0,Low,1.0,Cat_6,41-50
953,462188,0,1,48,0,Engineer,0.0,Average,4.0,Cat_4,41-50
954,462196,1,1,57,0,Marketing,1.0,Average,3.0,Cat_4,51-60
955,462197,0,1,72,0,Engineer,1.0,Average,3.0,Cat_4,71-80
956,462198,0,0,39,0,Engineer,4.0,Low,2.0,Cat_3,31-40
957,462200,0,1,49,1,Doctor,0.0,Low,3.0,Cat_4,41-50
958,462202,0,0,41,1,Entertainment,0.0,Low,4.0,Cat_4,41-50
959,462203,1,1,65,0,Executive,2.0,High,7.0,Cat_4,61-70
960,462204,0,0,22,0,Marketing,0.0,Low,3.0,Cat_4,18-30
961,462205,0,0,23,0,Healthcare,0.0,Low,4.0,Cat_4,18-30
962,462209,0,1,41,0,Artist,0.0,Low,1.0,Cat_4,41-50
963,462210,0,1,42,1,Engineer,0.0,Low,3.0,Cat_4,41-50
964,462211,1,0,18,0,Healthcare,0.0,Low,3.0,Cat_4,18-30
965,462214,1,1,49,0,Doctor,1.0,Low,2.0,Cat_4,41-50
966,462216,0,1,40,0,Doctor,0.0,Low,2.0,Cat_4,31-40
967,462218,1,1,50,0,Executive,1.0,Average,5.0,Cat_4,41-50
968,462220,0,0,19,0,Healthcare,3.0,Low,3.0,Cat_4,18-30
969,462222,1,0,22,0,Healthcare,0.0,Low,6.0,Cat_4,18-30
970,462229,1,0,23,0,Other,1.0,Low,8.0,Cat_4,18-30
971,462231,1,0,27,1,Artist,4.0,Low,6.0,Cat_4,18-30
972,462232,1,1,55,0,Executive,0.0,High,8.0,Cat_4,51-60
973,462234,1,1,32,0,Other,1.0,Average,6.0,Cat_4,31-40
974,462238,1,1,57,0,Entertainment,1.0,Low,2.0,Cat_3,51-60
975,462240,1,1,80,0,Lawyer,0.0,High,2.0,Cat_6,71-80
976,462243,1,1,43,0,Executive,0.0,Low,4.0,Cat_6,41-50
977,462246,0,1,79,0,Lawyer,1.0,High,2.0,Cat_6,71-80
978,462249,1,0,25,0,Entertainment,1.0,Low,3.0,Cat_6,18-30
979,462256,0,1,58,1,Homemaker,0.0,Average,4.0,Cat_6,51-60
980,462257,0,1,78,1,Lawyer,1.0,High,2.0,Cat_6,71-80
981,462260,1,1,76,1,Lawyer,1.0,Low,2.0,Cat_6,71-80
982,462262,1,0,27,0,Healthcare,1.0,Low,3.0,Un_cat,18-30
983,462274,1,1,47,1,Artist,1.0,Average,3.0,Cat_6,41-50
984,462275,1,1,43,1,Artist,1.0,Average,2.0,Cat_6,41-50
985,462278,1,0,31,1,Healthcare,1.0,Low,4.0,Cat_6,31-40
986,462279,1,0,27,0,Healthcare,0.0,Low,7.0,Cat_6,18-30
987,462280,1,0,31,1,Healthcare,0.0,Low,4.0,Cat_6,31-40
988,462281,1,1,46,1,Artist,1.0,Low,2.0,Cat_6,41-50
989,462284,1,1,48,1,Executive,1.0,Average,4.0,Cat_6,41-50
990,462285,1,1,51,1,Doctor,1.0,Low,2.0,Un_cat,51-60
991,462286,1,1,57,0,Doctor,0.0,Average,2.0,Cat_6,51-60
992,462290,0,0,30,1,Doctor,0.0,Low,1.0,Cat_6,18-30
993,462291,0,0,37,1,Marketing,1.0,Low,3.0,Cat_6,31-40
994,462297,0,0,31,1,Artist,14.0,Low,2.0,Cat_6,31-40
995,462300,1,1,49,1,Artist,1.0,Average,3.0,Cat_6,41-50
996,462304,1,1,56,1,Artist,1.0,Low,4.0,Cat_4,51-60
997,462306,1,1,83,0,Lawyer,8.0,High,2.0,Cat_6,81-90
998,462309,1,0,32,1,Healthcare,1.0,Low,1.0,Cat_6,31-40
999,462310,1,1,63,1,Artist,5.0,Average,4.0,Cat_6,61-70
1000,462323,0,1,71,1,Doctor,1.0,Average,2.0,Cat_6,71-80
1001,462336,1,1,50,0,Artist,0.0,Low,4.0,Cat_6,41-50
1002,462339,1,0,31,1,Artist,4.0,Low,5.0,Cat_6,31-40
1003,462340,1,1,60,0,Entertainment,0.0,Average,6.0,Cat_6,51-60
1004,462342,0,1,71,1,Lawyer,8.0,High,2.0,Cat_6,71-80
1005,462345,1,1,49,1,Doctor,0.0,Average,6.0,Cat_4,41-50
1006,462346,1,1,74,1,Lawyer,9.0,Low,1.0,Cat_6,71-80
1007,462349,1,1,51,1,Artist,1.0,Average,6.0,Cat_6,51-60
1008,462355,1,1,61,0,Entertainment,0.0,Low,2.0,Cat_6,61-70
1009,462356,1,0,46,1,Engineer,0.0,Low,3.0,Cat_6,41-50
1010,462358,1,1,39,0,Doctor,2.0,Average,2.0,Cat_6,31-40
1011,462365,1,1,85,1,Lawyer,1.0,High,2.0,Cat_6,81-90
1012,462368,0,1,31,1,Artist,1.0,Average,2.0,Cat_6,31-40
1013,462370,1,1,39,1,Executive,4.0,High,3.0,Cat_6,31-40
1014,462381,0,1,48,0,Doctor,1.0,High,2.0,Cat_6,41-50
1015,462382,1,1,71,1,Lawyer,0.0,High,2.0,Cat_6,71-80
1016,462384,0,0,31,1,Healthcare,1.0,Low,1.0,Cat_7,31-40
1017,462386,0,0,32,1,Healthcare,0.0,Low,5.0,Cat_6,31-40
1018,462389,0,1,55,0,Engineer,0.0,Low,1.0,Cat_6,51-60
1019,462395,1,1,46,1,Artist,0.0,High,2.0,Cat_6,41-50
1020,462396,1,1,53,1,Doctor,1.0,Average,2.0,Cat_6,51-60
1021,462397,1,1,50,1,Artist,0.0,Average,4.0,Cat_6,41-50
1022,462400,1,0,45,1,Artist,1.0,Low,1.0,Cat_6,41-50
1023,462401,1,1,33,0,Executive,1.0,Average,2.0,Cat_4,31-40
1024,462409,0,1,29,0,Engineer,5.0,Low,2.0,Cat_6,18-30
1025,462411,1,0,35,1,Artist,8.0,Low,1.0,Cat_6,31-40
1026,462415,1,0,25,0,Doctor,1.0,Low,1.0,Cat_6,18-30
1027,462420,1,0,26,1,Healthcare,0.0,Low,3.0,Cat_6,18-30
1028,462421,1,0,48,1,Artist,1.0,Low,2.0,Cat_6,41-50
1029,462423,1,1,66,0,Lawyer,0.0,High,3.0,Cat_6,61-70
1030,462424,0,1,38,0,Artist,0.0,Low,3.0,Cat_6,31-40
1031,462428,1,1,65,1,Entertainment,2.0,Average,3.0,Cat_6,61-70
1032,462429,1,1,87,0,Lawyer,1.0,Low,1.0,Cat_6,81-90
1033,462445,1,0,20,0,Healthcare,1.0,Low,3.0,Cat_6,18-30
1034,462446,1,0,19,0,Healthcare,0.0,Low,4.0,Cat_6,18-30
1035,462447,1,0,22,0,Healthcare,9.0,Low,4.0,Cat_6,18-30
1036,462450,1,0,18,0,Healthcare,0.0,Low,2.0,Cat_6,18-30
1037,462451,1,0,18,0,Marketing,1.0,Low,9.0,Cat_6,18-30
1038,462452,1,0,19,0,Healthcare,0.0,Low,2.0,Cat_4,18-30
1039,462454,1,0,19,0,Healthcare,1.0,Low,3.0,Cat_2,18-30
1040,462456,1,0,22,0,Healthcare,0.0,Low,8.0,Cat_6,18-30
1041,462457,1,0,31,0,Healthcare,4.0,Low,4.0,Cat_6,31-40
1042,462463,1,1,63,0,Artist,0.0,Average,2.0,Cat_6,61-70
1043,462472,1,0,43,1,Artist,1.0,Low,1.0,Cat_6,41-50
1044,462473,1,0,73,0,Engineer,0.0,Low,2.0,Cat_4,71-80
1045,462485,0,1,39,0,Engineer,0.0,Low,2.0,Cat_6,31-40
1046,462488,1,0,31,1,Healthcare,1.0,Low,5.0,Cat_6,31-40
1047,462491,1,0,31,1,Artist,0.0,Low,5.0,Cat_6,31-40
1048,462492,1,1,43,0,Artist,0.0,Average,4.0,Cat_2,41-50
1049,462496,1,1,52,0,Artist,0.0,Average,3.0,Cat_6,51-60
1050,462498,0,1,63,1,Doctor,0.0,Average,3.0,Cat_6,61-70
1051,462503,1,1,51,1,Executive,1.0,High,4.0,Cat_6,51-60
1052,462508,1,1,35,1,Healthcare,1.0,Low,7.0,Cat_4,31-40
1053,462512,0,1,32,0,Entertainment,1.0,Average,2.0,Cat_4,31-40
1054,462517,0,1,39,1,Homemaker,9.0,High,4.0,Cat_6,31-40
1055,462518,0,0,25,0,Healthcare,1.0,Low,6.0,Cat_5,18-30
1056,462519,1,0,20,0,Healthcare,0.0,Low,5.0,Cat_4,18-30
1057,462521,0,0,33,0,Homemaker,9.0,Low,1.0,Cat_6,31-40
1058,462522,1,1,36,0,Executive,0.0,Average,5.0,Cat_4,31-40
1059,462524,0,1,35,1,Doctor,1.0,Low,2.0,Cat_6,31-40
1060,462525,0,1,42,1,Artist,1.0,Average,2.0,Cat_6,41-50
1061,462526,0,1,52,1,Artist,2.0,Average,5.0,Cat_6,51-60
1062,462529,0,1,42,1,Engineer,1.0,Low,2.0,Cat_6,41-50
1063,462531,0,1,57,0,Homemaker,1.0,High,2.0,Cat_6,51-60
1064,462533,0,0,30,1,Entertainment,1.0,Low,3.0,Cat_6,18-30
1065,462538,0,1,73,1,Lawyer,1.0,High,2.0,Cat_6,71-80
1066,462541,1,1,66,1,Engineer,3.0,High,2.0,Cat_6,61-70
1067,462542,0,1,62,1,Artist,9.0,Average,5.0,Cat_2,61-70
1068,462543,0,1,36,1,Artist,4.0,Low,1.0,Cat_3,31-40
1069,462545,1,0,33,0,Engineer,0.0,Low,3.0,Cat_4,31-40
1070,462554,1,0,28,0,Healthcare,0.0,Low,8.0,Cat_4,18-30
1071,462561,0,1,48,1,Artist,3.0,Average,2.0,Cat_6,41-50
1072,462563,0,1,53,1,Artist,1.0,Average,2.0,Cat_6,51-60
